343594373,10123663883,0
10123663883,734882256,0
734882256,10123663880,0
10123663880,429415653,0
429415653,10123663877,0
10123663877,429415640,0
429415640,10123663874,0
10123663874,10123663871,0
10123663871,429415637,0
429415637,10123663868,0
10123663868,10123663862,0
10123663862,429415634,0
429415634,10123663865,0
10123663865,10123663885,0
10123663885,1567429353,0
1567429353,10123663858,0
10123663858,10123663891,0
10123663891,1567429343,0
11640004503,11640004504,0
11640004504,11640004503,0
11640004504,11640004505,0
11640004505,11640004504,0
11640004505,10088660861,0
10088660861,11640004505,0
10088660861,11640003256,0
11640003256,10088660861,0
11640003256,11640003255,0
11640003255,11640003256,0
11640003255,11640003258,0
11640003258,11640003255,0
11640003258,11640003254,0
11640003254,11640003258,0
11640003254,11640003253,0
11640003253,11640003254,0
11640003253,11640003257,0
11640003257,11640003253,0
11640003257,11640003250,0
11640003250,11640003257,0
11640003250,11640003249,0
11640003249,11640003250,0
11640003249,11640003248,0
11640003248,11640003249,0
11640003248,11640003252,0
11640003252,11640003248,0
11640003252,11640003247,0
11640003247,11640003252,0
11640003247,11640003246,0
11640003246,11640003247,0
11640003246,12097049982,0
12097049982,11640003246,0
12097049982,11640003251,0
11640003251,12097049982,0
6771851764,9869685676,0
9869685676,6771851764,0
9869685676,9869685694,0
9869685694,9869685676,0
298830842,6131234135,0
6131234135,253180008,0
253180008,6131234135,0
6131234135,298830842,0
12528989749,12528989750,0
12528989750,12528989751,0
12528989751,12528989752,0
12528989752,12528989753,0
12528989753,6968081803,0
6968081803,6968081802,0
6968081802,11183110994,0
11183110994,6968081801,0
6968081801,11183110994,0
11183110994,6968081802,0
6968081802,6968081803,0
6968081803,12528989753,0
12528989753,12528989752,0
12528989752,12528989751,0
12528989751,12528989750,0
12528989750,12528989749,0
7148728471,10091882018,0
10091882018,6528272246,0
6528272246,10230155471,0
10230155471,6528272252,0
6528272252,10230155471,0
10230155471,6528272246,0
6528272246,10091882018,0
10091882018,7148728471,0
